uid	time	tags	text
gasoilstocks	1337843621	news,stocks,friend	$oxy news  3 oil stocks to make volatility your friend http://t.co/TDOV5WAn friend news stocks
Pennystocks24	1337843583	pennystock,stock	$pphm promoted by  secret stockpromoter at  23  may | 18 11 edt stock stock s pennystock s pennystock
Pennystocks24	1337843578	pennystock,stock	$gwbu promoted by  pennystock alley at  23  may | 18 10 edt stock stock s pennystock s pennystock
Pennystocks24	1337843572	pennystock,stock	$gwbu promoted by  secret pennystocks at  23  may | 18 09 edt stock stock s pennystock s pennystock
Pennystocks24	1337843566	pennystock,stock	$gwbu promoted by  hot otcs at  23  may | 18 09 edt stock stock s pennystock s pennystock
Pennystocks24	1337843560	pennystock,stock	$gwbu promoted by  pennystocks insiders at  23  may | 18 09 edt stock stock s pennystock s pennystock
princehandley	1337843556	influence,commodities,trends,future,stocks,economy	economy & trends for next 10 years  what moves to make in stocks & commodities   how to influence the future http://t.co/rnbpYPev
Pennystocks24	1337843554	pennystock,stock	$gwbu promoted by  gladiator stocks at  23  may | 18 09 edt stock stock s pennystock s pennystock
Pennystocks24	1337843549	pennystock,stock	$itns promoted by  pennystock crew at  23  may | 18 08 edt stock stock s pennystock s pennystock
Pennystocks24	1337843542	pennystock,stock	$gwbu promoted by  penny pic at  23  may | 18 07 edt stock stock s pennystock s pennystock
Pennystocks24	1337843536	pennystock,stock	$gwbu promoted by  free penny alerts at  23  may | 18 07 edt stock stock s pennystock s pennystock
Pennystocks24	1337843530	pennystock,stock	$gwbu promoted by  the ox of wallstreet at  23  may | 18 06 edt stock stock s pennystock s pennystock
Pennystocks24	1337843522	pennystock,stock	$tlfx promoted by  pennystock circle at  23  may | 18 06 edt stock stock s pennystock s pennystock
dow_live	1337843266	stocks,dow	dow live  12496 15 its -6 66 points down stock trading sites at http://t.co/7P2kgFpw dow stocks
joey_volpe	1337843234	stocks,technology,apple	$aapl ends trading today at $570  let the steady climb to the $700s begin  stocks apple technology
Pennystocks24	1337843186	pennystock,stock	$gwbu promoted by  explicitpennypicks at  23  may | 18 05 edt stock stock s pennystock s pennystock
Pennystocks24	1337843180	pennystock,stock	$tlfx promoted by  the stock scout at  23  may | 18 05 edt stock stock s pennystock s pennystock
Pennystocks24	1337843174	pennystock,stock	$tlfx promoted by  pennystock pros at  23  may | 18 05 edt stock stock s pennystock s pennystock
Pennystocks24	1337843168	pennystock,stock	$tlfx promoted by  pennystock club at  23  may | 18 04 edt stock stock s pennystock s pennystock
Pennystocks24	1337843162	pennystock,stock	$itns promoted by  stock publisher at  23  may | 18 00 edt stock stock s pennystock s pennystock
livesensexstock	1337843091	sensex,bse,stocks	sensex live   15958 11 change -68 30  -0 43 %  share market tips intraday at http://t.co/wUCwlNzp sensex bse stocks
tradepips	1337843048	fx,mkt,stocks,trading	long stocks ideas cutting costs will be a major factor in nokias turnaround  by jacob steinb    http://t.co/VBhPUc7e trading mkt fx
fixedratebonds	1337842978	stocks,pennystock	japans nikkei average opens down 0 2% at 8537 99 pennystock stocks pennystock s http://t.co/NWxksf7g
bonafideB	1337842853	stocks,trading,jpmorgan,nyse	if someone knows something i dont talk me out of buying jpmorgan tomorrow morning! stocks trading nyse
IsabelSignals	1337842729	att,stocks,dowjones	isabel is long on att at dowjones   our profit 3 96%  target price $35 75  more trade signals? http://t.co/Dol3EpcL stocks
